dong,floorLabel,floor,ho,type,supply_m2,pyeong,rawTooltip
103동,32층,32,3202,98C1,98.04,29.66,공급 98.04C1㎡
103동,32층,32,3203,114A,114.57,34.66,공급 114.57A㎡
103동,31층,31,3101,114A,114.57,34.66,공급 114.57A㎡
103동,31층,31,3102,98C1,98.04,29.66,공급 98.04C1㎡
103동,31층,31,3103,114A,114.57,34.66,공급 114.57A㎡
103동,30층,30,3001,114A,114.57,34.66,공급 114.57A㎡
103동,30층,30,3002,98C1,98.04,29.66,공급 98.04C1㎡
103동,30층,30,3003,114A,114.57,34.66,공급 114.57A㎡
103동,29층,29,2901,114A,114.57,34.66,공급 114.57A㎡
103동,29층,29,2902,98C1,98.04,29.66,공급 98.04C1㎡
103동,29층,29,2903,114A,114.57,34.66,공급 114.57A㎡
103동,28층,28,2801,114A,114.57,34.66,공급 114.57A㎡
103동,28층,28,2802,98C1,98.04,29.66,공급 98.04C1㎡
103동,28층,28,2803,114A,114.57,34.66,공급 114.57A㎡
103동,27층,27,2701,114A,114.57,34.66,공급 114.57A㎡
103동,27층,27,2702,98C1,98.04,29.66,공급 98.04C1㎡
103동,27층,27,2703,114A,114.57,34.66,공급 114.57A㎡
103동,26층,26,2601,114A,114.57,34.66,공급 114.57A㎡
103동,26층,26,2602,98C1,98.04,29.66,공급 98.04C1㎡
103동,26층,26,2603,114A,114.57,34.66,공급 114.57A㎡
103동,25층,25,2501,114A,114.57,34.66,공급 114.57A㎡
103동,25층,25,2502,98C1,98.04,29.66,공급 98.04C1㎡
103동,25층,25,2503,114A,114.57,34.66,공급 114.57A㎡
103동,24층,24,2401,114A,114.57,34.66,공급 114.57A㎡
103동,24층,24,2402,98C1,98.04,29.66,공급 98.04C1㎡
103동,24층,24,2403,114A,114.57,34.66,공급 114.57A㎡
103동,23층,23,2301,114A,114.57,34.66,공급 114.57A㎡
103동,23층,23,2302,98C1,98.04,29.66,공급 98.04C1㎡
103동,23층,23,2303,114A,114.57,34.66,공급 114.57A㎡
103동,22층,22,2201,114A,114.57,34.66,공급 114.57A㎡
103동,22층,22,2202,98C1,98.04,29.66,공급 98.04C1㎡
103동,22층,22,2203,114A,114.57,34.66,공급 114.57A㎡
103동,21층,21,2101,114A,114.57,34.66,공급 114.57A㎡
103동,21층,21,2102,98C1,98.04,29.66,공급 98.04C1㎡
103동,21층,21,2103,114A,114.57,34.66,공급 114.57A㎡
103동,20층,20,2001,114A,114.57,34.66,공급 114.57A㎡
103동,20층,20,2002,98C1,98.04,29.66,공급 98.04C1㎡
103동,20층,20,2003,114A,114.57,34.66,공급 114.57A㎡
103동,19층,19,1901,114A,114.57,34.66,공급 114.57A㎡
103동,19층,19,1902,98C1,98.04,29.66,공급 98.04C1㎡
103동,19층,19,1903,114A,114.57,34.66,공급 114.57A㎡
103동,18층,18,1801,114A,114.57,34.66,공급 114.57A㎡
103동,18층,18,1802,98C1,98.04,29.66,공급 98.04C1㎡
103동,18층,18,1803,114A,114.57,34.66,공급 114.57A㎡
103동,17층,17,1701,114A,114.57,34.66,공급 114.57A㎡
103동,17층,17,1702,98C1,98.04,29.66,공급 98.04C1㎡
103동,17층,17,1703,114A,114.57,34.66,공급 114.57A㎡
103동,16층,16,1601,114A,114.57,34.66,공급 114.57A㎡
103동,16층,16,1602,98C1,98.04,29.66,공급 98.04C1㎡
103동,16층,16,1603,114A,114.57,34.66,공급 114.57A㎡
103동,15층,15,1501,114A,114.57,34.66,공급 114.57A㎡
103동,15층,15,1502,98C1,98.04,29.66,공급 98.04C1㎡
103동,15층,15,1503,114A,114.57,34.66,공급 114.57A㎡
103동,14층,14,1401,114A,114.57,34.66,공급 114.57A㎡
103동,14층,14,1402,98C1,98.04,29.66,공급 98.04C1㎡
103동,14층,14,1403,114A,114.57,34.66,공급 114.57A㎡
103동,13층,13,1301,114A,114.57,34.66,공급 114.57A㎡
103동,13층,13,1302,98C1,98.04,29.66,공급 98.04C1㎡
103동,13층,13,1303,114A,114.57,34.66,공급 114.57A㎡
103동,12층,12,1201,114A,114.57,34.66,공급 114.57A㎡
103동,12층,12,1202,98C1,98.04,29.66,공급 98.04C1㎡
103동,12층,12,1203,114A,114.57,34.66,공급 114.57A㎡
103동,11층,11,1101,114A,114.57,34.66,공급 114.57A㎡
103동,11층,11,1102,98C1,98.04,29.66,공급 98.04C1㎡
103동,11층,11,1103,114A,114.57,34.66,공급 114.57A㎡
103동,10층,10,1001,114A,114.57,34.66,공급 114.57A㎡
103동,10층,10,1002,98C1,98.04,29.66,공급 98.04C1㎡
103동,10층,10,1003,114A,114.57,34.66,공급 114.57A㎡
103동,9층,9,901,114A,114.57,34.66,공급 114.57A㎡
103동,9층,9,902,98C1,98.04,29.66,공급 98.04C1㎡
103동,9층,9,903,114A,114.57,34.66,공급 114.57A㎡
103동,8층,8,801,114A,114.57,34.66,공급 114.57A㎡
103동,8층,8,802,98C1,98.04,29.66,공급 98.04C1㎡
103동,8층,8,803,114A,114.57,34.66,공급 114.57A㎡
103동,7층,7,701,114A,114.57,34.66,공급 114.57A㎡
103동,7층,7,702,98C1,98.04,29.66,공급 98.04C1㎡
103동,7층,7,703,114A,114.57,34.66,공급 114.57A㎡
103동,6층,6,601,114A,114.57,34.66,공급 114.57A㎡
103동,6층,6,602,98C1,98.04,29.66,공급 98.04C1㎡
103동,6층,6,603,114A,114.57,34.66,공급 114.57A㎡
103동,5층,5,501,114A,114.57,34.66,공급 114.57A㎡
103동,5층,5,502,98C1,98.04,29.66,공급 98.04C1㎡
103동,5층,5,503,114A,114.57,34.66,공급 114.57A㎡
103동,4층,4,401,114A,114.57,34.66,공급 114.57A㎡
103동,4층,4,402,98C1,98.04,29.66,공급 98.04C1㎡
103동,4층,4,403,114A,114.57,34.66,공급 114.57A㎡
103동,3층,3,301,114A,114.57,34.66,공급 114.57A㎡
103동,3층,3,302,98C1,98.04,29.66,공급 98.04C1㎡
103동,3층,3,303,114A,114.57,34.66,공급 114.57A㎡
103동,2층,2,201,114A,114.57,34.66,공급 114.57A㎡
103동,2층,2,202,98C1,98.04,29.66,공급 98.04C1㎡
103동,2층,2,203,114A,114.57,34.66,공급 114.57A㎡
103동,1층,1,101,114A,114.57,34.66,공급 114.57A㎡
103동,1층,1,102,98C1,98.04,29.66,공급 98.04C1㎡
104동,25층,25,2501,82A1,82.52,24.96,공급 82.52A1㎡
104동,25층,25,2502,82D,82.76,25.03,공급 82.76D㎡
104동,25층,25,2503,82A,82.31,24.9,공급 82.31A㎡
104동,25층,25,2504,82A,82.31,24.9,공급 82.31A㎡
104동,25층,25,2505,82C,82.79,25.04,공급 82.79C㎡
104동,24층,24,2401,82A1,82.52,24.96,공급 82.52A1㎡
104동,24층,24,2402,82D,82.76,25.03,공급 82.76D㎡
104동,24층,24,2403,82A,82.31,24.9,공급 82.31A㎡
104동,24층,24,2404,82A,82.31,24.9,공급 82.31A㎡
104동,24층,24,2405,82C,82.79,25.04,공급 82.79C㎡
104동,23층,23,2301,82A1,82.52,24.96,공급 82.52A1㎡
104동,23층,23,2302,82D,82.76,25.03,공급 82.76D㎡
104동,23층,23,2303,82A,82.31,24.9,공급 82.31A㎡
104동,23층,23,2304,82A,82.31,24.9,공급 82.31A㎡
104동,23층,23,2305,82C,82.79,25.04,공급 82.79C㎡
104동,22층,22,2201,82A1,82.52,24.96,공급 82.52A1㎡
104동,22층,22,2202,82D,82.76,25.03,공급 82.76D㎡
104동,22층,22,2203,82A,82.31,24.9,공급 82.31A㎡
104동,22층,22,2204,82A,82.31,24.9,공급 82.31A㎡
104동,22층,22,2205,82C,82.79,25.04,공급 82.79C㎡
104동,21층,21,2101,82A1,82.52,24.96,공급 82.52A1㎡
104동,21층,21,2102,82D,82.76,25.03,공급 82.76D㎡
104동,21층,21,2103,82A,82.31,24.9,공급 82.31A㎡
104동,21층,21,2104,82A,82.31,24.9,공급 82.31A㎡
104동,21층,21,2105,82C,82.79,25.04,공급 82.79C㎡
104동,20층,20,2001,82A1,82.52,24.96,공급 82.52A1㎡
104동,20층,20,2002,82D,82.76,25.03,공급 82.76D㎡
104동,20층,20,2003,82A,82.31,24.9,공급 82.31A㎡
104동,20층,20,2004,82A,82.31,24.9,공급 82.31A㎡
104동,20층,20,2005,82C,82.79,25.04,공급 82.79C㎡
104동,19층,19,1901,82A1,82.52,24.96,공급 82.52A1㎡
104동,19층,19,1902,82D,82.76,25.03,공급 82.76D㎡
104동,19층,19,1903,82A,82.31,24.9,공급 82.31A㎡
104동,19층,19,1904,82A,82.31,24.9,공급 82.31A㎡
104동,19층,19,1905,82C,82.79,25.04,공급 82.79C㎡
104동,18층,18,1801,82A1,82.52,24.96,공급 82.52A1㎡
104동,18층,18,1802,82D,82.76,25.03,공급 82.76D㎡
104동,18층,18,1803,82A,82.31,24.9,공급 82.31A㎡
104동,18층,18,1804,82A,82.31,24.9,공급 82.31A㎡
104동,18층,18,1805,82C,82.79,25.04,공급 82.79C㎡
104동,17층,17,1701,82A1,82.52,24.96,공급 82.52A1㎡
104동,17층,17,1702,82D,82.76,25.03,공급 82.76D㎡
104동,17층,17,1703,82A,82.31,24.9,공급 82.31A㎡
104동,17층,17,1704,82A,82.31,24.9,공급 82.31A㎡
104동,17층,17,1705,82C,82.79,25.04,공급 82.79C㎡
104동,16층,16,1601,82A1,82.52,24.96,공급 82.52A1㎡
104동,16층,16,1602,82D,82.76,25.03,공급 82.76D㎡
104동,16층,16,1603,82A,82.31,24.9,공급 82.31A㎡
104동,16층,16,1604,82A,82.31,24.9,공급 82.31A㎡
104동,16층,16,1605,82C,82.79,25.04,공급 82.79C㎡
104동,15층,15,1501,82A1,82.52,24.96,공급 82.52A1㎡
104동,15층,15,1502,82D,82.76,25.03,공급 82.76D㎡
104동,15층,15,1503,82A,82.31,24.9,공급 82.31A㎡
104동,15층,15,1504,82A,82.31,24.9,공급 82.31A㎡
104동,15층,15,1505,82C,82.79,25.04,공급 82.79C㎡
104동,14층,14,1401,82A1,82.52,24.96,공급 82.52A1㎡
104동,14층,14,1402,82D,82.76,25.03,공급 82.76D㎡
104동,14층,14,1403,82A,82.31,24.9,공급 82.31A㎡
104동,14층,14,1404,82A,82.31,24.9,공급 82.31A㎡
104동,14층,14,1405,82C,82.79,25.04,공급 82.79C㎡
104동,13층,13,1301,82A1,82.52,24.96,공급 82.52A1㎡
104동,13층,13,1302,82D,82.76,25.03,공급 82.76D㎡
104동,13층,13,1303,82A,82.31,24.9,공급 82.31A㎡
104동,13층,13,1304,82A,82.31,24.9,공급 82.31A㎡
104동,13층,13,1305,82C,82.79,25.04,공급 82.79C㎡
104동,12층,12,1201,82A1,82.52,24.96,공급 82.52A1㎡
104동,12층,12,1202,82D,82.76,25.03,공급 82.76D㎡
104동,12층,12,1203,82A,82.31,24.9,공급 82.31A㎡
104동,12층,12,1204,82A,82.31,24.9,공급 82.31A㎡
104동,12층,12,1205,82C,82.79,25.04,공급 82.79C㎡
104동,11층,11,1101,82A1,82.52,24.96,공급 82.52A1㎡
104동,11층,11,1102,82D,82.76,25.03,공급 82.76D㎡
104동,11층,11,1103,82A,82.31,24.9,공급 82.31A㎡
104동,11층,11,1104,82A,82.31,24.9,공급 82.31A㎡
104동,11층,11,1105,82C,82.79,25.04,공급 82.79C㎡
104동,10층,10,1001,82A1,82.52,24.96,공급 82.52A1㎡
104동,10층,10,1002,82D,82.76,25.03,공급 82.76D㎡
104동,10층,10,1003,82A,82.31,24.9,공급 82.31A㎡
104동,10층,10,1004,82A,82.31,24.9,공급 82.31A㎡
104동,10층,10,1005,82C,82.79,25.04,공급 82.79C㎡
104동,9층,9,901,82A1,82.52,24.96,공급 82.52A1㎡
104동,9층,9,902,82D,82.76,25.03,공급 82.76D㎡
104동,9층,9,903,82A,82.31,24.9,공급 82.31A㎡
104동,9층,9,904,82A,82.31,24.9,공급 82.31A㎡
104동,9층,9,905,82C,82.79,25.04,공급 82.79C㎡
104동,8층,8,801,82A1,82.52,24.96,공급 82.52A1㎡
104동,8층,8,802,82D,82.76,25.03,공급 82.76D㎡
104동,8층,8,803,82A,82.31,24.9,공급 82.31A㎡
104동,8층,8,804,82A,82.31,24.9,공급 82.31A㎡
104동,8층,8,805,82C,82.79,25.04,공급 82.79C㎡
104동,7층,7,701,82A1,82.52,24.96,공급 82.52A1㎡
104동,7층,7,702,82D,82.76,25.03,공급 82.76D㎡
104동,7층,7,703,82A,82.31,24.9,공급 82.31A㎡
104동,7층,7,704,82A,82.31,24.9,공급 82.31A㎡
104동,7층,7,705,82C,82.79,25.04,공급 82.79C㎡
104동,6층,6,601,82A1,82.52,24.96,공급 82.52A1㎡
104동,6층,6,602,82D,82.76,25.03,공급 82.76D㎡
104동,6층,6,603,82A,82.31,24.9,공급 82.31A㎡
104동,6층,6,604,82A,82.31,24.9,공급 82.31A㎡
104동,6층,6,605,82C,82.79,25.04,공급 82.79C㎡
104동,5층,5,501,82A1,82.52,24.96,공급 82.52A1㎡
104동,5층,5,502,82D,82.76,25.03,공급 82.76D㎡
104동,5층,5,503,82A,82.31,24.9,공급 82.31A㎡
104동,5층,5,504,82A,82.31,24.9,공급 82.31A㎡
104동,5층,5,505,82C,82.79,25.04,공급 82.79C㎡
104동,4층,4,401,82A1,82.52,24.96,공급 82.52A1㎡
104동,4층,4,402,82D,82.76,25.03,공급 82.76D㎡
104동,4층,4,403,82A,82.31,24.9,공급 82.31A㎡
104동,4층,4,404,82A,82.31,24.9,공급 82.31A㎡
104동,4층,4,405,82C,82.79,25.04,공급 82.79C㎡
104동,3층,3,301,82A1,82.52,24.96,공급 82.52A1㎡
104동,3층,3,302,82D,82.76,25.03,공급 82.76D㎡
104동,3층,3,303,82A,82.31,24.9,공급 82.31A㎡
104동,3층,3,304,82A,82.31,24.9,공급 82.31A㎡
104동,3층,3,305,82C,82.79,25.04,공급 82.79C㎡
104동,2층,2,201,82A1,82.52,24.96,공급 82.52A1㎡
104동,2층,2,202,82D,82.76,25.03,공급 82.76D㎡
104동,2층,2,203,82A,82.31,24.9,공급 82.31A㎡
104동,2층,2,204,82A,82.31,24.9,공급 82.31A㎡
104동,2층,2,205,82C,82.79,25.04,공급 82.79C㎡
104동,1층,1,102,82D,82.76,25.03,공급 82.76D㎡
104동,1층,1,103,82A,82.31,24.9,공급 82.31A㎡
104동,1층,1,105,82C,82.79,25.04,공급 82.79C㎡
105동,35층,35,3501,82A,82.31,24.9,공급 82.31A㎡
105동,35층,35,3502,82C,82.79,25.04,공급 82.79C㎡
105동,35층,35,3503,82A1,82.52,24.96,공급 82.52A1㎡
105동,35층,35,3504,82A,82.31,24.9,공급 82.31A㎡
105동,35층,35,3505,82C,82.79,25.04,공급 82.79C㎡
105동,34층,34,3401,82A,82.31,24.9,공급 82.31A㎡
105동,34층,34,3402,82C,82.79,25.04,공급 82.79C㎡
105동,34층,34,3403,82A1,82.52,24.96,공급 82.52A1㎡
105동,34층,34,3404,82A,82.31,24.9,공급 82.31A㎡
105동,34층,34,3405,82C,82.79,25.04,공급 82.79C㎡
105동,33층,33,3301,82A,82.31,24.9,공급 82.31A㎡
105동,33층,33,3302,82C,82.79,25.04,공급 82.79C㎡
105동,33층,33,3303,82A1,82.52,24.96,공급 82.52A1㎡
105동,33층,33,3304,82A,82.31,24.9,공급 82.31A㎡
105동,33층,33,3305,82C,82.79,25.04,공급 82.79C㎡
105동,32층,32,3201,82A,82.31,24.9,공급 82.31A㎡
105동,32층,32,3202,82C,82.79,25.04,공급 82.79C㎡
105동,32층,32,3203,82A1,82.52,24.96,공급 82.52A1㎡
105동,32층,32,3204,82A,82.31,24.9,공급 82.31A㎡
105동,32층,32,3205,82C,82.79,25.04,공급 82.79C㎡
105동,31층,31,3101,82A,82.31,24.9,공급 82.31A㎡
105동,31층,31,3102,82C,82.79,25.04,공급 82.79C㎡
105동,31층,31,3103,82A1,82.52,24.96,공급 82.52A1㎡
105동,31층,31,3104,82A,82.31,24.9,공급 82.31A㎡
105동,31층,31,3105,82C,82.79,25.04,공급 82.79C㎡
105동,30층,30,3001,82A,82.31,24.9,공급 82.31A㎡
105동,30층,30,3002,82C,82.79,25.04,공급 82.79C㎡
105동,30층,30,3003,82A1,82.52,24.96,공급 82.52A1㎡
105동,30층,30,3004,82A,82.31,24.9,공급 82.31A㎡
105동,30층,30,3005,82C,82.79,25.04,공급 82.79C㎡
105동,29층,29,2901,82A,82.31,24.9,공급 82.31A㎡
105동,29층,29,2902,82C,82.79,25.04,공급 82.79C㎡
105동,29층,29,2903,82A1,82.52,24.96,공급 82.52A1㎡
105동,29층,29,2904,82A,82.31,24.9,공급 82.31A㎡
105동,29층,29,2905,82C,82.79,25.04,공급 82.79C㎡
105동,28층,28,2801,82A,82.31,24.9,공급 82.31A㎡
105동,28층,28,2802,82C,82.79,25.04,공급 82.79C㎡
105동,28층,28,2803,82A1,82.52,24.96,공급 82.52A1㎡
105동,28층,28,2804,82A,82.31,24.9,공급 82.31A㎡
105동,28층,28,2805,82C,82.79,25.04,공급 82.79C㎡
105동,27층,27,2701,82A,82.31,24.9,공급 82.31A㎡
105동,27층,27,2702,82C,82.79,25.04,공급 82.79C㎡
105동,27층,27,2703,82A1,82.52,24.96,공급 82.52A1㎡
105동,27층,27,2704,82A,82.31,24.9,공급 82.31A㎡
105동,27층,27,2705,82C,82.79,25.04,공급 82.79C㎡
105동,26층,26,2601,82A,82.31,24.9,공급 82.31A㎡
105동,26층,26,2602,82C,82.79,25.04,공급 82.79C㎡
105동,26층,26,2603,82A1,82.52,24.96,공급 82.52A1㎡
105동,26층,26,2604,82A,82.31,24.9,공급 82.31A㎡
105동,26층,26,2605,82C,82.79,25.04,공급 82.79C㎡
105동,25층,25,2501,82A,82.31,24.9,공급 82.31A㎡
105동,25층,25,2502,82C,82.79,25.04,공급 82.79C㎡
105동,25층,25,2503,82A1,82.52,24.96,공급 82.52A1㎡
105동,25층,25,2504,82A,82.31,24.9,공급 82.31A㎡
105동,25층,25,2505,82C,82.79,25.04,공급 82.79C㎡
105동,24층,24,2401,82A,82.31,24.9,공급 82.31A㎡
105동,24층,24,2402,82C,82.79,25.04,공급 82.79C㎡
105동,24층,24,2403,82A1,82.52,24.96,공급 82.52A1㎡
105동,24층,24,2404,82A,82.31,24.9,공급 82.31A㎡
105동,24층,24,2405,82C,82.79,25.04,공급 82.79C㎡
105동,23층,23,2301,82A,82.31,24.9,공급 82.31A㎡
105동,23층,23,2302,82C,82.79,25.04,공급 82.79C㎡
105동,23층,23,2303,82A1,82.52,24.96,공급 82.52A1㎡
105동,23층,23,2304,82A,82.31,24.9,공급 82.31A㎡
105동,23층,23,2305,82C,82.79,25.04,공급 82.79C㎡
105동,22층,22,2201,82A,82.31,24.9,공급 82.31A㎡
105동,22층,22,2202,82C,82.79,25.04,공급 82.79C㎡
105동,22층,22,2203,82A1,82.52,24.96,공급 82.52A1㎡
105동,22층,22,2204,82A,82.31,24.9,공급 82.31A㎡
105동,22층,22,2205,82C,82.79,25.04,공급 82.79C㎡
105동,21층,21,2101,82A,82.31,24.9,공급 82.31A㎡
105동,21층,21,2102,82C,82.79,25.04,공급 82.79C㎡
105동,21층,21,2103,82A1,82.52,24.96,공급 82.52A1㎡
105동,21층,21,2104,82A,82.31,24.9,공급 82.31A㎡
105동,21층,21,2105,82C,82.79,25.04,공급 82.79C㎡
105동,20층,20,2001,82A,82.31,24.9,공급 82.31A㎡
105동,20층,20,2002,82C,82.79,25.04,공급 82.79C㎡
105동,20층,20,2003,82A1,82.52,24.96,공급 82.52A1㎡
105동,20층,20,2004,82A,82.31,24.9,공급 82.31A㎡
105동,20층,20,2005,82C,82.79,25.04,공급 82.79C㎡
105동,19층,19,1901,82A,82.31,24.9,공급 82.31A㎡
105동,19층,19,1902,82C,82.79,25.04,공급 82.79C㎡
105동,19층,19,1903,82A1,82.52,24.96,공급 82.52A1㎡
105동,19층,19,1904,82A,82.31,24.9,공급 82.31A㎡
105동,19층,19,1905,82C,82.79,25.04,공급 82.79C㎡
105동,18층,18,1801,82A,82.31,24.9,공급 82.31A㎡
105동,18층,18,1802,82C,82.79,25.04,공급 82.79C㎡
105동,18층,18,1803,82A1,82.52,24.96,공급 82.52A1㎡
105동,18층,18,1804,82A,82.31,24.9,공급 82.31A㎡
105동,18층,18,1805,82C,82.79,25.04,공급 82.79C㎡
105동,17층,17,1701,82A,82.31,24.9,공급 82.31A㎡
105동,17층,17,1702,82C,82.79,25.04,공급 82.79C㎡
105동,17층,17,1703,82A1,82.52,24.96,공급 82.52A1㎡
105동,17층,17,1704,82A,82.31,24.9,공급 82.31A㎡
105동,17층,17,1705,82C,82.79,25.04,공급 82.79C㎡
105동,16층,16,1601,82A,82.31,24.9,공급 82.31A㎡
105동,16층,16,1602,82C,82.79,25.04,공급 82.79C㎡
105동,16층,16,1603,82A1,82.52,24.96,공급 82.52A1㎡
105동,16층,16,1604,82A,82.31,24.9,공급 82.31A㎡
105동,16층,16,1605,82C,82.79,25.04,공급 82.79C㎡
105동,15층,15,1501,82A,82.31,24.9,공급 82.31A㎡
105동,15층,15,1502,82C,82.79,25.04,공급 82.79C㎡
105동,15층,15,1503,82A1,82.52,24.96,공급 82.52A1㎡
105동,15층,15,1504,82A,82.31,24.9,공급 82.31A㎡
105동,15층,15,1505,82C,82.79,25.04,공급 82.79C㎡
105동,14층,14,1401,82A,82.31,24.9,공급 82.31A㎡
105동,14층,14,1402,82C,82.79,25.04,공급 82.79C㎡
105동,14층,14,1403,82A1,82.52,24.96,공급 82.52A1㎡
105동,14층,14,1404,82A,82.31,24.9,공급 82.31A㎡
105동,14층,14,1405,82C,82.79,25.04,공급 82.79C㎡
105동,13층,13,1301,82A,82.31,24.9,공급 82.31A㎡
105동,13층,13,1302,82C,82.79,25.04,공급 82.79C㎡
105동,13층,13,1303,82A1,82.52,24.96,공급 82.52A1㎡
105동,13층,13,1304,82A,82.31,24.9,공급 82.31A㎡
105동,13층,13,1305,82C,82.79,25.04,공급 82.79C㎡
105동,12층,12,1201,82A,82.31,24.9,공급 82.31A㎡
105동,12층,12,1202,82C,82.79,25.04,공급 82.79C㎡
105동,12층,12,1203,82A1,82.52,24.96,공급 82.52A1㎡
105동,12층,12,1204,82A,82.31,24.9,공급 82.31A㎡
105동,12층,12,1205,82C,82.79,25.04,공급 82.79C㎡
105동,11층,11,1101,82A,82.31,24.9,공급 82.31A㎡
105동,11층,11,1102,82C,82.79,25.04,공급 82.79C㎡
105동,11층,11,1103,82A1,82.52,24.96,공급 82.52A1㎡
105동,11층,11,1104,82A,82.31,24.9,공급 82.31A㎡
105동,11층,11,1105,82C,82.79,25.04,공급 82.79C㎡
