dong,floorLabel,floor,ho,type,supply_m2,pyeong,rawTooltip
105동,10층,10,1001,82A,82.31,24.9,공급 82.31A㎡
105동,10층,10,1002,82C,82.79,25.04,공급 82.79C㎡
105동,10층,10,1003,82A1,82.52,24.96,공급 82.52A1㎡
105동,10층,10,1004,82A,82.31,24.9,공급 82.31A㎡
105동,10층,10,1005,82C,82.79,25.04,공급 82.79C㎡
105동,9층,9,901,82A,82.31,24.9,공급 82.31A㎡
105동,9층,9,902,82C,82.79,25.04,공급 82.79C㎡
105동,9층,9,903,82A1,82.52,24.96,공급 82.52A1㎡
105동,9층,9,904,82A,82.31,24.9,공급 82.31A㎡
105동,9층,9,905,82C,82.79,25.04,공급 82.79C㎡
105동,8층,8,801,82A,82.31,24.9,공급 82.31A㎡
105동,8층,8,802,82C,82.79,25.04,공급 82.79C㎡
105동,8층,8,803,82A1,82.52,24.96,공급 82.52A1㎡
105동,8층,8,804,82A,82.31,24.9,공급 82.31A㎡
105동,8층,8,805,82C,82.79,25.04,공급 82.79C㎡
105동,7층,7,701,82A,82.31,24.9,공급 82.31A㎡
105동,7층,7,702,82C,82.79,25.04,공급 82.79C㎡
105동,7층,7,703,82A1,82.52,24.96,공급 82.52A1㎡
105동,7층,7,704,82A,82.31,24.9,공급 82.31A㎡
105동,7층,7,705,82C,82.79,25.04,공급 82.79C㎡
105동,6층,6,601,82A,82.31,24.9,공급 82.31A㎡
105동,6층,6,602,82C,82.79,25.04,공급 82.79C㎡
105동,6층,6,603,82A1,82.52,24.96,공급 82.52A1㎡
105동,6층,6,604,82A,82.31,24.9,공급 82.31A㎡
105동,6층,6,605,82C,82.79,25.04,공급 82.79C㎡
105동,5층,5,501,82A,82.31,24.9,공급 82.31A㎡
105동,5층,5,502,82C,82.79,25.04,공급 82.79C㎡
105동,5층,5,503,82A1,82.52,24.96,공급 82.52A1㎡
105동,5층,5,504,82A,82.31,24.9,공급 82.31A㎡
105동,5층,5,505,82C,82.79,25.04,공급 82.79C㎡
105동,4층,4,401,82A,82.31,24.9,공급 82.31A㎡
105동,4층,4,402,82C,82.79,25.04,공급 82.79C㎡
105동,4층,4,403,82A1,82.52,24.96,공급 82.52A1㎡
105동,4층,4,404,82A,82.31,24.9,공급 82.31A㎡
105동,4층,4,405,82C,82.79,25.04,공급 82.79C㎡
105동,3층,3,301,82A,82.31,24.9,공급 82.31A㎡
105동,3층,3,302,82C,82.79,25.04,공급 82.79C㎡
105동,3층,3,303,82A1,82.52,24.96,공급 82.52A1㎡
105동,3층,3,304,82A,82.31,24.9,공급 82.31A㎡
105동,3층,3,305,82C,82.79,25.04,공급 82.79C㎡
105동,2층,2,201,82A,82.31,24.9,공급 82.31A㎡
105동,2층,2,202,82C,82.79,25.04,공급 82.79C㎡
105동,2층,2,203,82A1,82.52,24.96,공급 82.52A1㎡
105동,2층,2,204,82A,82.31,24.9,공급 82.31A㎡
105동,2층,2,205,82C,82.79,25.04,공급 82.79C㎡
105동,1층,1,102,82C,82.79,25.04,공급 82.79C㎡
105동,1층,1,103,82A1,82.52,24.96,공급 82.52A1㎡
105동,1층,1,105,82C,82.79,25.04,공급 82.79C㎡
106동,35층,35,3501,99B,99.05,29.96,공급 99.05B㎡
106동,35층,35,3502,98C,98.89,29.91,공급 98.89C㎡
106동,35층,35,3503,114A,114.57,34.66,공급 114.57A㎡
106동,35층,35,3504,113B,113.93,34.46,공급 113.93B㎡
106동,35층,35,3505,98C,98.89,29.91,공급 98.89C㎡
106동,34층,34,3401,99B,99.05,29.96,공급 99.05B㎡
106동,34층,34,3402,98C,98.89,29.91,공급 98.89C㎡
106동,34층,34,3403,114A,114.57,34.66,공급 114.57A㎡
106동,34층,34,3404,113B,113.93,34.46,공급 113.93B㎡
106동,34층,34,3405,98C,98.89,29.91,공급 98.89C㎡
106동,33층,33,3301,99B,99.05,29.96,공급 99.05B㎡
106동,33층,33,3302,98C,98.89,29.91,공급 98.89C㎡
106동,33층,33,3303,114A,114.57,34.66,공급 114.57A㎡
106동,33층,33,3304,113B,113.93,34.46,공급 113.93B㎡
106동,33층,33,3305,98C,98.89,29.91,공급 98.89C㎡
106동,32층,32,3201,99B,99.05,29.96,공급 99.05B㎡
106동,32층,32,3202,98C,98.89,29.91,공급 98.89C㎡
106동,32층,32,3203,114A,114.57,34.66,공급 114.57A㎡
106동,32층,32,3204,113B,113.93,34.46,공급 113.93B㎡
106동,32층,32,3205,98C,98.89,29.91,공급 98.89C㎡
106동,31층,31,3101,99B,99.05,29.96,공급 99.05B㎡
106동,31층,31,3102,98C,98.89,29.91,공급 98.89C㎡
106동,31층,31,3103,114A,114.57,34.66,공급 114.57A㎡
106동,31층,31,3104,113B,113.93,34.46,공급 113.93B㎡
106동,31층,31,3105,98C,98.89,29.91,공급 98.89C㎡
106동,30층,30,3001,99B,99.05,29.96,공급 99.05B㎡
106동,30층,30,3002,98C,98.89,29.91,공급 98.89C㎡
106동,30층,30,3003,114A,114.57,34.66,공급 114.57A㎡
106동,30층,30,3004,113B,113.93,34.46,공급 113.93B㎡
106동,30층,30,3005,98C,98.89,29.91,공급 98.89C㎡
106동,29층,29,2901,99B,99.05,29.96,공급 99.05B㎡
106동,29층,29,2902,98C,98.89,29.91,공급 98.89C㎡
106동,29층,29,2903,114A,114.57,34.66,공급 114.57A㎡
106동,29층,29,2904,113B,113.93,34.46,공급 113.93B㎡
106동,29층,29,2905,98C,98.89,29.91,공급 98.89C㎡
106동,28층,28,2801,99B,99.05,29.96,공급 99.05B㎡
106동,28층,28,2802,98C,98.89,29.91,공급 98.89C㎡
106동,28층,28,2803,114A,114.57,34.66,공급 114.57A㎡
106동,28층,28,2804,113B,113.93,34.46,공급 113.93B㎡
106동,28층,28,2805,98C,98.89,29.91,공급 98.89C㎡
106동,27층,27,2701,99B,99.05,29.96,공급 99.05B㎡
106동,27층,27,2702,98C,98.89,29.91,공급 98.89C㎡
106동,27층,27,2703,114A,114.57,34.66,공급 114.57A㎡
106동,27층,27,2704,113B,113.93,34.46,공급 113.93B㎡
106동,27층,27,2705,98C,98.89,29.91,공급 98.89C㎡
106동,26층,26,2601,99B,99.05,29.96,공급 99.05B㎡
106동,26층,26,2602,98C,98.89,29.91,공급 98.89C㎡
106동,26층,26,2603,114A,114.57,34.66,공급 114.57A㎡
106동,26층,26,2604,113B,113.93,34.46,공급 113.93B㎡
106동,26층,26,2605,98C,98.89,29.91,공급 98.89C㎡
106동,25층,25,2501,99B,99.05,29.96,공급 99.05B㎡
106동,25층,25,2502,98C,98.89,29.91,공급 98.89C㎡
106동,25층,25,2503,114A,114.57,34.66,공급 114.57A㎡
106동,25층,25,2504,113B,113.93,34.46,공급 113.93B㎡
106동,25층,25,2505,98C,98.89,29.91,공급 98.89C㎡
106동,24층,24,2401,99B,99.05,29.96,공급 99.05B㎡
106동,24층,24,2402,98C,98.89,29.91,공급 98.89C㎡
106동,24층,24,2403,114A,114.57,34.66,공급 114.57A㎡
106동,24층,24,2404,113B,113.93,34.46,공급 113.93B㎡
106동,24층,24,2405,98C,98.89,29.91,공급 98.89C㎡
106동,23층,23,2301,99B,99.05,29.96,공급 99.05B㎡
106동,23층,23,2302,98C,98.89,29.91,공급 98.89C㎡
106동,23층,23,2303,114A,114.57,34.66,공급 114.57A㎡
106동,23층,23,2304,113B,113.93,34.46,공급 113.93B㎡
106동,23층,23,2305,98C,98.89,29.91,공급 98.89C㎡
106동,22층,22,2201,99B,99.05,29.96,공급 99.05B㎡
106동,22층,22,2202,98C,98.89,29.91,공급 98.89C㎡
106동,22층,22,2203,114A,114.57,34.66,공급 114.57A㎡
106동,22층,22,2204,113B,113.93,34.46,공급 113.93B㎡
106동,22층,22,2205,98C,98.89,29.91,공급 98.89C㎡
106동,21층,21,2101,99B,99.05,29.96,공급 99.05B㎡
106동,21층,21,2102,98C,98.89,29.91,공급 98.89C㎡
106동,21층,21,2103,114A,114.57,34.66,공급 114.57A㎡
106동,21층,21,2104,113B,113.93,34.46,공급 113.93B㎡
106동,21층,21,2105,98C,98.89,29.91,공급 98.89C㎡
106동,20층,20,2001,99B,99.05,29.96,공급 99.05B㎡
106동,20층,20,2002,98C,98.89,29.91,공급 98.89C㎡
106동,20층,20,2003,114A,114.57,34.66,공급 114.57A㎡
106동,20층,20,2004,113B,113.93,34.46,공급 113.93B㎡
106동,20층,20,2005,98C,98.89,29.91,공급 98.89C㎡
106동,19층,19,1901,99B,99.05,29.96,공급 99.05B㎡
106동,19층,19,1902,98C,98.89,29.91,공급 98.89C㎡
106동,19층,19,1903,114A,114.57,34.66,공급 114.57A㎡
106동,19층,19,1904,113B,113.93,34.46,공급 113.93B㎡
106동,19층,19,1905,98C,98.89,29.91,공급 98.89C㎡
106동,18층,18,1801,99B,99.05,29.96,공급 99.05B㎡
106동,18층,18,1802,98C,98.89,29.91,공급 98.89C㎡
106동,18층,18,1803,114A,114.57,34.66,공급 114.57A㎡
106동,18층,18,1804,113B,113.93,34.46,공급 113.93B㎡
106동,18층,18,1805,98C,98.89,29.91,공급 98.89C㎡
106동,17층,17,1701,99B,99.05,29.96,공급 99.05B㎡
106동,17층,17,1702,98C,98.89,29.91,공급 98.89C㎡
106동,17층,17,1703,114A,114.57,34.66,공급 114.57A㎡
106동,17층,17,1704,113B,113.93,34.46,공급 113.93B㎡
106동,17층,17,1705,98C,98.89,29.91,공급 98.89C㎡
106동,16층,16,1601,99B,99.05,29.96,공급 99.05B㎡
106동,16층,16,1602,98C,98.89,29.91,공급 98.89C㎡
106동,16층,16,1603,114A,114.57,34.66,공급 114.57A㎡
106동,16층,16,1604,113B,113.93,34.46,공급 113.93B㎡
106동,16층,16,1605,98C,98.89,29.91,공급 98.89C㎡
106동,15층,15,1501,99B,99.05,29.96,공급 99.05B㎡
106동,15층,15,1502,98C,98.89,29.91,공급 98.89C㎡
106동,15층,15,1503,114A,114.57,34.66,공급 114.57A㎡
106동,15층,15,1504,113B,113.93,34.46,공급 113.93B㎡
106동,15층,15,1505,98C,98.89,29.91,공급 98.89C㎡
106동,14층,14,1401,99B,99.05,29.96,공급 99.05B㎡
106동,14층,14,1402,98C,98.89,29.91,공급 98.89C㎡
106동,14층,14,1403,114A,114.57,34.66,공급 114.57A㎡
106동,14층,14,1404,113B,113.93,34.46,공급 113.93B㎡
106동,14층,14,1405,98C,98.89,29.91,공급 98.89C㎡
106동,13층,13,1301,99B,99.05,29.96,공급 99.05B㎡
106동,13층,13,1302,98C,98.89,29.91,공급 98.89C㎡
106동,13층,13,1303,114A,114.57,34.66,공급 114.57A㎡
106동,13층,13,1304,113B,113.93,34.46,공급 113.93B㎡
106동,13층,13,1305,98C,98.89,29.91,공급 98.89C㎡
106동,12층,12,1201,99B,99.05,29.96,공급 99.05B㎡
106동,12층,12,1202,98C,98.89,29.91,공급 98.89C㎡
106동,12층,12,1203,114A,114.57,34.66,공급 114.57A㎡
106동,12층,12,1204,113B,113.93,34.46,공급 113.93B㎡
106동,12층,12,1205,98C,98.89,29.91,공급 98.89C㎡
106동,11층,11,1101,99B,99.05,29.96,공급 99.05B㎡
106동,11층,11,1102,98C,98.89,29.91,공급 98.89C㎡
106동,11층,11,1103,114A,114.57,34.66,공급 114.57A㎡
106동,11층,11,1104,113B,113.93,34.46,공급 113.93B㎡
106동,11층,11,1105,98C,98.89,29.91,공급 98.89C㎡
106동,10층,10,1001,99B,99.05,29.96,공급 99.05B㎡
106동,10층,10,1002,98C,98.89,29.91,공급 98.89C㎡
106동,10층,10,1003,114A,114.57,34.66,공급 114.57A㎡
106동,10층,10,1004,113B,113.93,34.46,공급 113.93B㎡
106동,10층,10,1005,98C,98.89,29.91,공급 98.89C㎡
106동,9층,9,901,99B,99.05,29.96,공급 99.05B㎡
106동,9층,9,902,98C,98.89,29.91,공급 98.89C㎡
106동,9층,9,903,114A,114.57,34.66,공급 114.57A㎡
106동,9층,9,904,113B,113.93,34.46,공급 113.93B㎡
106동,9층,9,905,98C,98.89,29.91,공급 98.89C㎡
106동,8층,8,801,99B,99.05,29.96,공급 99.05B㎡
106동,8층,8,802,98C,98.89,29.91,공급 98.89C㎡
106동,8층,8,803,114A,114.57,34.66,공급 114.57A㎡
106동,8층,8,804,113B,113.93,34.46,공급 113.93B㎡
106동,8층,8,805,98C,98.89,29.91,공급 98.89C㎡
106동,7층,7,701,99B,99.05,29.96,공급 99.05B㎡
106동,7층,7,702,98C,98.89,29.91,공급 98.89C㎡
106동,7층,7,703,114A,114.57,34.66,공급 114.57A㎡
106동,7층,7,704,113B,113.93,34.46,공급 113.93B㎡
106동,7층,7,705,98C,98.89,29.91,공급 98.89C㎡
106동,6층,6,601,99B,99.05,29.96,공급 99.05B㎡
106동,6층,6,602,98C,98.89,29.91,공급 98.89C㎡
106동,6층,6,603,114A,114.57,34.66,공급 114.57A㎡
106동,6층,6,604,113B,113.93,34.46,공급 113.93B㎡
106동,6층,6,605,98C,98.89,29.91,공급 98.89C㎡
106동,5층,5,501,99B,99.05,29.96,공급 99.05B㎡
106동,5층,5,502,98C,98.89,29.91,공급 98.89C㎡
106동,5층,5,503,114A,114.57,34.66,공급 114.57A㎡
106동,5층,5,504,113B,113.93,34.46,공급 113.93B㎡
106동,5층,5,505,98C,98.89,29.91,공급 98.89C㎡
106동,4층,4,401,99B,99.05,29.96,공급 99.05B㎡
106동,4층,4,402,98C,98.89,29.91,공급 98.89C㎡
106동,4층,4,403,114A,114.57,34.66,공급 114.57A㎡
106동,4층,4,404,113B,113.93,34.46,공급 113.93B㎡
106동,4층,4,405,98C,98.89,29.91,공급 98.89C㎡
106동,3층,3,301,99B,99.05,29.96,공급 99.05B㎡
106동,3층,3,302,98C,98.89,29.91,공급 98.89C㎡
106동,3층,3,303,114A,114.57,34.66,공급 114.57A㎡
106동,3층,3,304,113B,113.93,34.46,공급 113.93B㎡
106동,3층,3,305,98C,98.89,29.91,공급 98.89C㎡
106동,2층,2,201,99B,99.05,29.96,공급 99.05B㎡
106동,2층,2,202,98C,98.89,29.91,공급 98.89C㎡
106동,2층,2,203,114A,114.57,34.66,공급 114.57A㎡
106동,2층,2,204,113B,113.93,34.46,공급 113.93B㎡
106동,2층,2,205,98C,98.89,29.91,공급 98.89C㎡
106동,1층,1,102,98C,98.89,29.91,공급 98.89C㎡
106동,1층,1,103,114A,114.57,34.66,공급 114.57A㎡
106동,1층,1,104,113B,113.93,34.46,공급 113.93B㎡
107동,35층,35,3501,99B,99.05,29.96,공급 99.05B㎡
107동,35층,35,3502,98C,98.89,29.91,공급 98.89C㎡
107동,35층,35,3503,114A,114.57,34.66,공급 114.57A㎡
107동,35층,35,3504,113B,113.93,34.46,공급 113.93B㎡
107동,35층,35,3505,98C,98.89,29.91,공급 98.89C㎡
107동,34층,34,3401,99B,99.05,29.96,공급 99.05B㎡
107동,34층,34,3402,98C,98.89,29.91,공급 98.89C㎡
107동,34층,34,3403,114A,114.57,34.66,공급 114.57A㎡
107동,34층,34,3404,113B,113.93,34.46,공급 113.93B㎡
107동,34층,34,3405,98C,98.89,29.91,공급 98.89C㎡
107동,33층,33,3301,99B,99.05,29.96,공급 99.05B㎡
107동,33층,33,3302,98C,98.89,29.91,공급 98.89C㎡
107동,33층,33,3303,114A,114.57,34.66,공급 114.57A㎡
107동,33층,33,3304,113B,113.93,34.46,공급 113.93B㎡
107동,33층,33,3305,98C,98.89,29.91,공급 98.89C㎡
107동,32층,32,3201,99B,99.05,29.96,공급 99.05B㎡
107동,32층,32,3202,98C,98.89,29.91,공급 98.89C㎡
107동,32층,32,3203,114A,114.57,34.66,공급 114.57A㎡
107동,32층,32,3204,113B,113.93,34.46,공급 113.93B㎡
107동,32층,32,3205,98C,98.89,29.91,공급 98.89C㎡
107동,31층,31,3101,99B,99.05,29.96,공급 99.05B㎡
107동,31층,31,3102,98C,98.89,29.91,공급 98.89C㎡
107동,31층,31,3103,114A,114.57,34.66,공급 114.57A㎡
107동,31층,31,3104,113B,113.93,34.46,공급 113.93B㎡
107동,31층,31,3105,98C,98.89,29.91,공급 98.89C㎡
107동,30층,30,3001,99B,99.05,29.96,공급 99.05B㎡
107동,30층,30,3002,98C,98.89,29.91,공급 98.89C㎡
107동,30층,30,3003,114A,114.57,34.66,공급 114.57A㎡
107동,30층,30,3004,113B,113.93,34.46,공급 113.93B㎡
107동,30층,30,3005,98C,98.89,29.91,공급 98.89C㎡
107동,29층,29,2901,99B,99.05,29.96,공급 99.05B㎡
107동,29층,29,2902,98C,98.89,29.91,공급 98.89C㎡
107동,29층,29,2903,114A,114.57,34.66,공급 114.57A㎡
107동,29층,29,2904,113B,113.93,34.46,공급 113.93B㎡
107동,29층,29,2905,98C,98.89,29.91,공급 98.89C㎡
107동,28층,28,2801,99B,99.05,29.96,공급 99.05B㎡
107동,28층,28,2802,98C,98.89,29.91,공급 98.89C㎡
107동,28층,28,2803,114A,114.57,34.66,공급 114.57A㎡
107동,28층,28,2804,113B,113.93,34.46,공급 113.93B㎡
107동,28층,28,2805,98C,98.89,29.91,공급 98.89C㎡
107동,27층,27,2701,99B,99.05,29.96,공급 99.05B㎡
107동,27층,27,2702,98C,98.89,29.91,공급 98.89C㎡
107동,27층,27,2703,114A,114.57,34.66,공급 114.57A㎡
107동,27층,27,2704,113B,113.93,34.46,공급 113.93B㎡
107동,27층,27,2705,98C,98.89,29.91,공급 98.89C㎡
107동,26층,26,2601,99B,99.05,29.96,공급 99.05B㎡
107동,26층,26,2602,98C,98.89,29.91,공급 98.89C㎡
107동,26층,26,2603,114A,114.57,34.66,공급 114.57A㎡
107동,26층,26,2604,113B,113.93,34.46,공급 113.93B㎡
107동,26층,26,2605,98C,98.89,29.91,공급 98.89C㎡
107동,25층,25,2501,99B,99.05,29.96,공급 99.05B㎡
107동,25층,25,2502,98C,98.89,29.91,공급 98.89C㎡
107동,25층,25,2503,114A,114.57,34.66,공급 114.57A㎡
107동,25층,25,2504,113B,113.93,34.46,공급 113.93B㎡
107동,25층,25,2505,98C,98.89,29.91,공급 98.89C㎡
107동,24층,24,2401,99B,99.05,29.96,공급 99.05B㎡
107동,24층,24,2402,98C,98.89,29.91,공급 98.89C㎡
107동,24층,24,2403,114A,114.57,34.66,공급 114.57A㎡
107동,24층,24,2404,113B,113.93,34.46,공급 113.93B㎡
107동,24층,24,2405,98C,98.89,29.91,공급 98.89C㎡
107동,23층,23,2301,99B,99.05,29.96,공급 99.05B㎡
107동,23층,23,2302,98C,98.89,29.91,공급 98.89C㎡
107동,23층,23,2303,114A,114.57,34.66,공급 114.57A㎡
107동,23층,23,2304,113B,113.93,34.46,공급 113.93B㎡
107동,23층,23,2305,98C,98.89,29.91,공급 98.89C㎡
107동,22층,22,2201,99B,99.05,29.96,공급 99.05B㎡
107동,22층,22,2202,98C,98.89,29.91,공급 98.89C㎡
107동,22층,22,2203,114A,114.57,34.66,공급 114.57A㎡
107동,22층,22,2204,113B,113.93,34.46,공급 113.93B㎡
107동,22층,22,2205,98C,98.89,29.91,공급 98.89C㎡
107동,21층,21,2101,99B,99.05,29.96,공급 99.05B㎡
107동,21층,21,2102,98C,98.89,29.91,공급 98.89C㎡
107동,21층,21,2103,114A,114.57,34.66,공급 114.57A㎡
107동,21층,21,2104,113B,113.93,34.46,공급 113.93B㎡
107동,21층,21,2105,98C,98.89,29.91,공급 98.89C㎡
107동,20층,20,2001,99B,99.05,29.96,공급 99.05B㎡
107동,20층,20,2002,98C,98.89,29.91,공급 98.89C㎡
107동,20층,20,2003,114A,114.57,34.66,공급 114.57A㎡
107동,20층,20,2004,113B,113.93,34.46,공급 113.93B㎡
107동,20층,20,2005,98C,98.89,29.91,공급 98.89C㎡
107동,19층,19,1901,99B,99.05,29.96,공급 99.05B㎡
107동,19층,19,1902,98C,98.89,29.91,공급 98.89C㎡
107동,19층,19,1903,114A,114.57,34.66,공급 114.57A㎡
107동,19층,19,1904,113B,113.93,34.46,공급 113.93B㎡
107동,19층,19,1905,98C,98.89,29.91,공급 98.89C㎡
107동,18층,18,1801,99B,99.05,29.96,공급 99.05B㎡
107동,18층,18,1802,98C,98.89,29.91,공급 98.89C㎡
107동,18층,18,1803,114A,114.57,34.66,공급 114.57A㎡
107동,18층,18,1804,113B,113.93,34.46,공급 113.93B㎡
107동,18층,18,1805,98C,98.89,29.91,공급 98.89C㎡
107동,17층,17,1701,99B,99.05,29.96,공급 99.05B㎡
107동,17층,17,1702,98C,98.89,29.91,공급 98.89C㎡
107동,17층,17,1703,114A,114.57,34.66,공급 114.57A㎡
107동,17층,17,1704,113B,113.93,34.46,공급 113.93B㎡
107동,17층,17,1705,98C,98.89,29.91,공급 98.89C㎡
107동,16층,16,1601,99B,99.05,29.96,공급 99.05B㎡
107동,16층,16,1602,98C,98.89,29.91,공급 98.89C㎡
107동,16층,16,1603,114A,114.57,34.66,공급 114.57A㎡
107동,16층,16,1604,113B,113.93,34.46,공급 113.93B㎡
107동,16층,16,1605,98C,98.89,29.91,공급 98.89C㎡
107동,15층,15,1501,99B,99.05,29.96,공급 99.05B㎡
107동,15층,15,1502,98C,98.89,29.91,공급 98.89C㎡
107동,15층,15,1503,114A,114.57,34.66,공급 114.57A㎡
107동,15층,15,1504,113B,113.93,34.46,공급 113.93B㎡
107동,15층,15,1505,98C,98.89,29.91,공급 98.89C㎡
107동,14층,14,1401,99B,99.05,29.96,공급 99.05B㎡
107동,14층,14,1402,98C,98.89,29.91,공급 98.89C㎡
107동,14층,14,1403,114A,114.57,34.66,공급 114.57A㎡
107동,14층,14,1404,113B,113.93,34.46,공급 113.93B㎡
107동,14층,14,1405,98C,98.89,29.91,공급 98.89C㎡
107동,13층,13,1301,99B,99.05,29.96,공급 99.05B㎡
107동,13층,13,1302,98C,98.89,29.91,공급 98.89C㎡
107동,13층,13,1303,114A,114.57,34.66,공급 114.57A㎡
107동,13층,13,1304,113B,113.93,34.46,공급 113.93B㎡
107동,13층,13,1305,98C,98.89,29.91,공급 98.89C㎡
107동,12층,12,1201,99B,99.05,29.96,공급 99.05B㎡
107동,12층,12,1202,98C,98.89,29.91,공급 98.89C㎡
107동,12층,12,1203,114A,114.57,34.66,공급 114.57A㎡
107동,12층,12,1204,113B,113.93,34.46,공급 113.93B㎡
107동,12층,12,1205,98C,98.89,29.91,공급 98.89C㎡
